Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
Jaws script.pdf,91.45,85.49,10.380131964809385,1777,"jaws: 18, written: 2, carl: 3, black: 19, sounds: 9, innerspaces: 2, rushing: 3, forward: 18, blue: 9, light: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jaws script.pdf_repetitive_words_full_list.txt,35.04,0.1
Jaws.pdf,91.45,85.49,10.380131964809385,1777,"jaws: 18, written: 2, carl: 3, black: 19, sounds: 9, innerspaces: 2, rushing: 3, forward: 18, blue: 9, light: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jaws.pdf_repetitive_words_full_list.txt,35.04,0.1
Jerry Maguire.pdf,97.77,87.72,8.053576773421131,1552,"jerry: 759, maguire: 87, earth: 2, space: 3, blue: 5, marble: 2, seen: 4, hear: 25, calm: 6, voice: 42...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jerry Maguire.pdf_repetitive_words_full_list.txt,34.86,0.16
Jerry-Maguire script.pdf,97.68,87.62,8.386480751742953,1520,"jerry: 729, maguire: 87, earth: 2, space: 3, blue: 5, marble: 2, seen: 3, hear: 23, calm: 6, voice: 43...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jerry-Maguire script.pdf_repetitive_words_full_list.txt,34.8,0.16
John Wick.pdf,90.47,85.49,10.54026845637584,1182,"fade: 39, countryside: 3, establishing: 41, early: 13, super: 5, rolling: 4, peace: 3, wick: 66, home: 49, small: 28...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\John Wick.pdf_repetitive_words_full_list.txt,34.95,0.07
Juno.pdf,88.62,87.72,8.359797297297296,1110,"juno: 726, revised: 101, pink: 3, full: 2, blue: 5, january: 2, production: 102, white: 4, office: 5, dancing: 26...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Juno.pdf_repetitive_words_full_list.txt,34.79,0.2
Jurassic Park.pdf,93.05,85.99,9.99504806291873,1793,"jurassic: 22, park: 79, based: 3, upon: 2, michael: 2, crichton: 2, jungle: 33, night: 31, eyeball: 3, stares: 20...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jurassic Park.pdf_repetitive_words_full_list.txt,34.76,0.13
Kickass.pdf,93.2,87.72,6.875469517480497,1325,"kickass: 85, second: 13, road: 5, york: 5, skyline: 3, wide: 3, shot: 13, could: 20, failing: 2, spot: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Kickass.pdf_repetitive_words_full_list.txt,34.73,0.12
Kill Bill Vol 1.pdf,94.16,85.28,12.137007874015747,1352,"kill: 14, volume: 3, comatose: 14, bride: 533, okinawa: 8, showdown: 2, house: 16, blue: 13, leaves: 7, yuki: 127...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Kill Bill Vol 1.pdf_repetitive_words_full_list.txt,34.95,0.11
Kill Bill Vol 2.pdf,95.86,94.45,10.368078175895766,1221,"kill: 24, bill: 300, chapter: 5, cherry: 2, door: 37, open: 15, revealing: 4, male: 2, eyes: 34, side: 17...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Kill Bill Vol 2.pdf_repetitive_words_full_list.txt,34.9,0.14
Killing Of A Sacred Deer.pdf,95.87,88.23,7.283290298782737,945,"killing: 5, sacred: 4, deer: 4, written: 3, yorgos: 3, lanthimos: 3, efthymis: 2, filipou: 2, director: 15, andrew: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Killing Of A Sacred Deer.pdf_repetitive_words_full_list.txt,34.56,0.26
Kiss Kiss Bang Bang.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Kiss Kiss Bang Bang.pdf_repetitive_words_full_list.txt,66.67,0
Knocked Up.pdf,95.05,89.45,6.114334058496495,1065,"knocked: 139, house: 100, stone: 7, cute: 4, jewish: 4, sort: 5, roommates: 13, martin: 58, jason: 107, fight: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Knocked Up.pdf_repetitive_words_full_list.txt,34.41,0.11
Knuckle Sandwich.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Knuckle Sandwich.pdf_repetitive_words_full_list.txt,66.67,0
Kramer vs Kramer.pdf,91.06,86.4,10.261848341232227,1263,"kramer: 151, fade: 11, office: 64, advertising: 6, agency: 11, midtown: 6, evening: 14, wide: 54, shot: 73, large: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Kramer vs Kramer.pdf_repetitive_words_full_list.txt,34.63,0.4
LA confidential script.pdf,83.93,88.33,7.472011385199241,1582,"confidential: 157, fade: 2, opening: 5, love: 3, california: 2, montage: 6, headlines: 2, live: 2, action: 3, city: 57...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\LA confidential script.pdf_repetitive_words_full_list.txt,34.67,0.06
LA LA LAND.pdf,87.02,88.23,7.633965375103051,1039,"land: 2, fade: 8, hear: 21, piece: 9, music: 46, another: 26, freeway: 2, cars: 5, traffic: 5, morning: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\LA LA LAND.pdf_repetitive_words_full_list.txt,34.75,0.07
Lady Bird.pdf,89.54,88.02,7.085737505079236,967,"lady: 643, bird: 642, written: 4, anybody: 2, talks: 2, california: 6, never: 16, spent: 2, christmas: 6, sacramento: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lady Bird.pdf_repetitive_words_full_list.txt,34.72,0.16
Lars And The Real Girl.pdf,91.52,88.53,7.301587301587301,942,"nancy: 103, oliver: 102, lars: 699, real: 8, girl: 9, winter: 16, landscape: 4, early: 3, morning: 17, dead: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lars And The Real Girl.pdf_repetitive_words_full_list.txt,34.7,0.17
Lawerence of Arabia script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lawerence of Arabia script.pdf_repetitive_words_full_list.txt,66.67,0
Lawrence Of Arabia.pdf,97.46,86.4,9.552714737144498,2882,"lawrence: 1328, arabia: 20, bolt: 3, part: 19, background: 63, screen: 30, credits: 2, following: 17, close: 637, shot: 993...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lawrence Of Arabia.pdf_repetitive_words_full_list.txt,34.51,0.14
Leaving Las Vegas.pdf,87.31,95.98,9.086167800453515,1011,"leaving: 5, vegas: 18, mike: 2, title: 2, black: 28, angeles: 3, dissolve: 3, smart: 6, beverly: 2, hills: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Leaving Las Vegas.pdf_repetitive_words_full_list.txt,34.73,0.24
Legally Blonde.pdf,95.11,87.52,8.386494252873563,1224,"blonde: 29, smith: 2, shooting: 2, blue: 118, pink: 29, revision: 119, delta: 35, gamma: 32, house: 26, head: 32...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Legally Blonde.pdf_repetitive_words_full_list.txt,34.73,0.08
Leon The Professional.pdf,97.74,88.23,7.857522417801395,1161,"leon: 745, tony: 81, york: 4, restaurant: 11, match: 3, lights: 5, takes: 77, darkness: 3, close: 8, cigarette: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Leon The Professional.pdf_repetitive_words_full_list.txt,34.62,0.16
Lethal Weapon.pdf,89.25,89.14,6.56502968159741,1480,"lethal: 2, weapon: 3, black: 16, fade: 6, city: 11, lies: 11, beneath: 13, splendor: 2, like: 84, bargain: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lethal Weapon.pdf_repetitive_words_full_list.txt,34.94,0.21
Letters From Iwo Jima.pdf,2.6,78.93,3.8,2,"iris: 2, yamashita: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Letters From Iwo Jima.pdf_repetitive_words_full_list.txt,67.53,0.0
Life Is Beautiful.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Life Is Beautiful.pdf_repetitive_words_full_list.txt,66.67,0
Little Miss Sunshine.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Little Miss Sunshine.pdf_repetitive_words_full_list.txt,66.67,0
"Lock, Stock, And Two Smoking Barrells.pdf",97.31,94.56,9.054694621695534,1046,"lock: 5, stock: 3, smoking: 6, barrels: 5, interrogation: 3, room: 31, present: 2, whole: 5, scene: 4, shot: 28...","C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lock, Stock, And Two Smoking Barrells.pdf_repetitive_words_full_list.txt",34.78,0.14
Locke.pdf,92.13,96.99,8.299557032115171,674,"locke: 489, land: 11, construction: 11, site: 14, night: 13, window: 2, rover: 9, working: 3, lights: 5, hard: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Locke.pdf_repetitive_words_full_list.txt,34.46,0.13
Logan.pdf,89.48,86.81,8.893610785463071,1756,"logan: 881, story: 2, james: 9, mangold: 2, green: 6, final: 125, shooting: 127, twentieth: 4, century: 4, rights: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Logan.pdf_repetitive_words_full_list.txt,34.87,0.06
Looper.pdf,94.9,96.08,7.073275862068965,1442,"ﬁrst: 3, wrote: 2, looper: 19, three: 14, document: 2, drawer: 4, years: 19, half: 24, screenplay: 2, sara: 304...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Looper.pdf_repetitive_words_full_list.txt,34.76,0.08
Lost Highway.pdf,91.65,87.72,9.24721689059501,1212,"lost: 22, highway: 29, well: 10, actually: 2, horror: 4, film: 7, investigation: 2, world: 2, time: 13, control: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lost Highway.pdf_repetitive_words_full_list.txt,34.71,0.09
Lost In Translation.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lost In Translation.pdf_repetitive_words_full_list.txt,66.67,0
Lost Pilot.pdf,95.5,85.99,10.732366183091546,1143,"abrams: 2, pilot: 50, lost: 2, blackness: 2, music: 3, word: 2, space: 3, focus: 10, toward: 17, camera: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Lost Pilot.pdf_repetitive_words_full_list.txt,34.75,0.08
Mad Max Fury Road.pdf,90.6,89.95,7.486020681731137,2175,"events: 3, road: 483, history: 9, warrior: 476, sits: 6, vast: 3, wasteland: 18, alone: 9, rocking: 3, voice: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mad Max Fury Road.pdf_repetitive_words_full_list.txt,34.89,0.1
Maltese Falcon script.pdf,98.54,94.45,9.902148664343786,1661,"maltese: 5, falcon: 34, novel: 2, dashiell: 2, hammett: 2, screen: 2, play: 8, john: 5, huston: 3, version: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Maltese Falcon script.pdf_repetitive_words_full_list.txt,34.65,0.08
Man On Fire.pdf,98.29,88.94,7.049649217485159,1590,"fire: 10, work: 140, progress: 127, opening: 3, title: 2, sequence: 2, mexico: 68, city: 61, high: 13, sunday: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Man On Fire.pdf_repetitive_words_full_list.txt,34.94,0.08
Manchester By The Sea.pdf,95.2,97.5,6.08603707995365,1044,"manchester: 27, harbor: 2, small: 16, commercial: 2, fishing: 5, boat: 41, heads: 6, massachusetts: 2, toward: 13, open: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Manchester By The Sea.pdf_repetitive_words_full_list.txt,34.55,0.19
Manhattan script.pdf,96.44,97.91,6.170792079207921,589,"manhattan: 4, script: 2, chapter: 6, adored: 3, york: 6, city: 5, make: 19, matter: 4, still: 16, town: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Manhattan script.pdf_repetitive_words_full_list.txt,34.53,0.32
Maniac.pdf,86.05,87.62,7.434903047091413,556,"episode: 6, reality: 3, first: 16, written: 2, conference: 3, room: 21, york: 2, begin: 3, face: 13, nice: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Maniac.pdf_repetitive_words_full_list.txt,35.07,0.2
MASH.pdf,76.68,84.68,11.584876543209877,1651,"fade: 2, landing: 7, area: 14, outside: 21, mash: 44, attention: 22, sign: 12, reading: 11, parallel: 3, words: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\MASH.pdf_repetitive_words_full_list.txt,34.87,0.09
Mean Girls.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mean Girls.pdf_repetitive_words_full_list.txt,66.67,0
Mean Streets.pdf,93.28,88.13,8.628040689960194,1109,"mean: 21, streets: 4, martin: 2, born: 2, keep: 17, short: 4, pants: 2, dance: 3, dressed: 13, blessed: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mean Streets.pdf_repetitive_words_full_list.txt,34.83,0.22
Memento.pdf,98.06,86.6,9.363349584169773,1432,"memento: 112, screenplay: 2, christopher: 2, nolan: 6, short: 7, story: 7, jonathan: 4, mori: 3, blue: 34, pink: 76...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Memento.pdf_repetitive_words_full_list.txt,34.46,0.09
Midnight cowboy script.pdf,94.76,85.89,10.008097165991902,1414,"salt: 3, james: 3, jerome: 2, schlesinger: 2, midnight: 5, cowboy: 24, moderator: 4, speaking: 2, camera: 26, tonight: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Midnight cowboy script.pdf_repetitive_words_full_list.txt,34.88,0.09
Midnight Cowboy.pdf,94.79,84.78,11.648537711646998,1553,"fade: 2, studio: 2, moderator: 4, speaking: 3, camera: 31, tonight: 7, subject: 2, seem: 4, consider: 2, either: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Midnight Cowboy.pdf_repetitive_words_full_list.txt,35.2,0.12
Midnight In Paris.pdf,73.13,86.71,9.217226092463585,829,"midnight: 13, paris: 33, written: 2, montage: 2, music: 7, hear: 9, inez: 163, young: 7, couple: 2, americans: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Midnight In Paris.pdf_repetitive_words_full_list.txt,34.91,0.22
Million Dollar Baby.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Million Dollar Baby.pdf_repetitive_words_full_list.txt,66.67,0
Minority Report.pdf,95.2,86.3,10.385277777777778,1752,"minority: 10, report: 11, frank: 4, revised: 2, black: 24, hear: 62, woman: 45, whisper: 5, voice: 50, murderer: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Minority Report.pdf_repetitive_words_full_list.txt,34.6,0.07
Monster.pdf,98.08,88.94,7.093346825196053,1439,"second: 3, monster: 2, story: 2, aileen: 76, wuornos: 4, black: 9, always: 13, wanted: 20, raindrops: 2, blackness: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Monster.pdf_repetitive_words_full_list.txt,34.69,0.1
Moon.pdf,81.82,86.81,9.411841532433609,1172,"moon: 26, original: 4, liberty: 96, films: 96, surface: 25, space: 15, solar: 3, plays: 2, cold: 3, fusion: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Moon.pdf_repetitive_words_full_list.txt,34.79,0.15
Moonlight.pdf,93.77,85.08,10.750780437044744,1142,"moonlight: 3, written: 2, black: 279, boys: 39, look: 38, blue: 6, first: 19, hear: 19, sound: 58, ocean: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Moonlight.pdf_repetitive_words_full_list.txt,34.77,0.12
Moonstruck script.pdf,96.09,88.33,7.559293804130579,1036,"pictures: 3, mook: 4, struck: 2, john: 5, credits: 5, final: 4, used: 4, without: 12, first: 14, checking: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Moonstruck script.pdf_repetitive_words_full_list.txt,34.51,0.18
Moonstruck.pdf,96.85,88.23,7.6874770473742196,1085,"http: 91, moonstruck: 2, john: 3, final: 4, fade: 2, zito: 11, bread: 26, story: 6, several: 4, dozen: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Moonstruck.pdf_repetitive_words_full_list.txt,34.74,0.21
Mr Smith Goes To Washington.pdf,98.57,76.72,10.359454855195912,1815,"smith: 128, goes: 24, washington: 42, story: 11, capitol: 11, dome: 13, fades: 3, night: 38, light: 11, view: 25...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mr Smith Goes To Washington.pdf_repetitive_words_full_list.txt,34.56,0.14
Mulholland Drive.pdf,84.79,87.52,9.473870682019486,1129,"night: 36, hollywood: 25, hills: 10, angeles: 7, darkness: 10, distant: 2, sounds: 8, traffic: 5, closer: 14, sound: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mulholland Drive.pdf_repetitive_words_full_list.txt,34.79,0.17
Munich.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Munich.pdf_repetitive_words_full_list.txt,66.67,0
Mystic River.pdf,92.9,97.2,6.781220657276996,1128,"mystic: 7, river: 12, final: 3, screenplay: 2, follows: 2, script: 3, please: 8, camera: 2, fade: 2, hear: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Mystic River.pdf_repetitive_words_full_list.txt,34.69,0.08
Naked Lunch.pdf,88.04,89.65,6.548334687246141,496,"naked: 2, lunch: 2, william: 10, page: 41, exterminator: 2, want: 20, right: 21, face: 2, nice: 6, stuff: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Naked Lunch.pdf_repetitive_words_full_list.txt,34.92,0.44
Nashville.pdf,66.76,88.23,7.607610993657505,906,"nashville: 22, joan: 65, airport: 13, studio: 13, highway: 6, tricycle: 44, green: 108, norman: 69, connie: 29, white: 22...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Nashville.pdf_repetitive_words_full_list.txt,34.7,0.11
National Treasure.pdf,98.21,88.33,8.546915351506456,1579,"national: 226, treasure: 205, current: 2, draft: 2, dated: 2, fade: 2, streets: 2, night: 164, heavy: 14, rain: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\National Treasure.pdf_repetitive_words_full_list.txt,34.76,0.06
Nebraska.pdf,97.94,96.79,7.652152641878669,797,"nebraska: 6, revisions: 4, alexander: 4, payne: 4, blue: 82, billings: 12, montana: 6, road: 17, walks: 15, along: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Nebraska.pdf_repetitive_words_full_list.txt,34.64,0.08
Neon Demon.pdf,95.47,87.92,7.256695508858673,1054,"neon: 2, winding: 2, studio: 20, close: 15, jesse: 475, face: 42, eyes: 41, beautiful: 10, slowly: 9, camera: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Neon Demon.pdf_repetitive_words_full_list.txt,34.91,0.17
Network script.pdf,97.8,89.55,11.398511904761905,1602,"network: 48, written: 2, black: 33, screen: 21, narrator: 5, story: 12, howard: 154, beale: 115, news: 94, anchorman: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Network script.pdf_repetitive_words_full_list.txt,34.27,0.07
Network.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Network.pdf_repetitive_words_full_list.txt,66.67,0
Nightcrawler.pdf,85.34,87.11,12.28891820580475,1172,"ground: 6, could: 19, moon: 4, camera: 29, pushing: 2, show: 18, angeles: 18, night: 33, heat: 2, freeway: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Nightcrawler.pdf_repetitive_words_full_list.txt,35.11,0.1
No Country For Old Men.pdf,89.55,87.82,7.808362369337979,1296,"country: 4, coen: 2, fade: 6, mountains: 6, night: 61, snow: 3, wind: 2, voice: 33, sheriff: 97, county: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\No Country For Old Men.pdf_repetitive_words_full_list.txt,34.94,0.08
North By Northwest script.pdf,10.0,62.34,1800.0,4,"scanned: 180, converted: 180, screentalk: 180, magazine: 180...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\North By Northwest script.pdf_repetitive_words_full_list.txt,33.41,0.0
North By Northwest.pdf,10.0,62.34,1800.0,4,"scanned: 180, converted: 180, screentalk: 180, magazine: 180...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\North By Northwest.pdf_repetitive_words_full_list.txt,33.41,0.0
"O Brother, Where Art Thou.pdf",87.78,86.2,10.206951871657754,1290,"brother: 4, coen: 2, black: 19, hear: 25, chant: 4, many: 5, voices: 9, together: 5, around: 28, unison: 2...","C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\O Brother, Where Art Thou.pdf_repetitive_words_full_list.txt",35.19,0.08
Oceans 11.pdf,93.14,86.5,8.922545782047433,1606,"ocean: 151, screenplay: 2, brown: 2, story: 2, late: 12, empty: 7, room: 64, single: 3, chair: 3, hear: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Oceans 11.pdf_repetitive_words_full_list.txt,34.75,0.09
Okja.pdf,97.76,78.75,8.457088366179276,1747,"okja: 345, written: 2, bong: 126, office: 10, mirando: 148, company: 24, headquarters: 4, manhattan: 8, afternoon: 8, years: 23...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Okja.pdf_repetitive_words_full_list.txt,35.11,0.11
Oldboy.pdf,97.45,87.62,8.14108187134503,1305,"oldboy: 2, movie: 2, park: 3, fade: 5, close: 18, face: 63, beautiful: 6, delicate: 3, expression: 6, melancholy: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Oldboy.pdf_repetitive_words_full_list.txt,34.89,0.03
On the Waterfront script.pdf,86.47,86.4,9.622189458164394,1344,"waterfront: 20, shooting: 3, fade: 6, toward: 40, small: 9, building: 2, club: 2, upon: 2, wharf: 4, floating: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\On the Waterfront script.pdf_repetitive_words_full_list.txt,34.7,0.1
On The Waterfront.pdf,86.47,86.4,9.622189458164394,1344,"waterfront: 20, shooting: 3, fade: 6, toward: 40, small: 9, building: 2, club: 2, upon: 2, wharf: 4, floating: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\On The Waterfront.pdf_repetitive_words_full_list.txt,34.7,0.1
Once Upon A Time In America.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Once Upon A Time In America.pdf_repetitive_words_full_list.txt,66.67,0
One Flew Over The Cuckoo_s Nest.pdf,97.52,78.14,9.407598672076725,1244,"work: 15, farm: 2, shot: 22, distant: 2, mountains: 2, rolling: 3, mcmurphy: 860, cheek: 3, dried: 3, blood: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\One Flew Over The Cuckoo_s Nest.pdf_repetitive_words_full_list.txt,34.6,0.09
Ordinary People.pdf,89.21,88.84,6.156814701378254,899,"ordinary: 2, people: 19, alvin: 2, guest: 3, movie: 4, timothy: 2, hutton: 2, donald: 4, sutherland: 2, mary: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ordinary People.pdf_repetitive_words_full_list.txt,34.44,0.14
Ordinary-people script.pdf,89.21,88.84,6.156814701378254,899,"ordinary: 2, people: 19, alvin: 2, guest: 3, movie: 4, timothy: 2, hutton: 2, donald: 4, sutherland: 2, mary: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ordinary-people script.pdf_repetitive_words_full_list.txt,34.44,0.14
Pans Labyrinth.pdf,50.81,87.62,9.444093493367024,970,"labyrinth: 20, spanish: 2, english: 2, rights: 2, darkness: 3, voice: 7, hums: 2, sweet: 2, lullaby: 3, spain: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pans Labyrinth.pdf_repetitive_words_full_list.txt,35.17,0.15
Paths Of Glory.pdf,0.0,-34.11,4.0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Paths Of Glory.pdf_repetitive_words_full_list.txt,66.67,0.0
Patton.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Patton.pdf_repetitive_words_full_list.txt,66.67,0
Phantom Thread.pdf,72.94,87.82,9.777856635911995,665,"camera: 16, begins: 3, close: 13, alma: 371, sitting: 11, reynolds: 359, made: 12, dreams: 2, come: 26, true: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Phantom Thread.pdf_repetitive_words_full_list.txt,34.68,0.41
Pi.pdf,77.36,88.63,7.404287138584247,942,"written: 3, darren: 3, aronofsky: 3, story: 6, york: 6, truth: 2, pictures: 3, white: 8, crash: 8, extreme: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pi.pdf_repetitive_words_full_list.txt,35.02,0.12
Pirates Of The Caribbean - The Curse Of The Black Pearl.pdf,98.1,86.71,9.214721845318861,1551,"pirates: 92, caribbean: 14, curse: 16, black: 77, pearl: 64, elliott: 2, terry: 2, rossio: 2, screen: 3, story: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pirates Of The Caribbean - The Curse Of The Black Pearl.pdf_repetitive_words_full_list.txt,34.88,0.08
Platoon.pdf,97.06,86.2,9.989586832381592,1673,"platoon: 51, oliver: 3, stone: 3, born: 3, wrote: 2, screen: 2, play: 5, vietnam: 5, john: 2, green: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Platoon.pdf_repetitive_words_full_list.txt,34.85,0.15
Poltergeist.pdf,91.55,87.21,9.079936051159073,1353,"poltergeist: 4, story: 5, steven: 147, speilberg: 2, fade: 9, living: 51, room: 119, night: 147, extreme: 3, television: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Poltergeist.pdf_repetitive_words_full_list.txt,34.96,0.13
Predator.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Predator.pdf_repetitive_words_full_list.txt,66.67,0
Pretty Woman.pdf,96.29,88.33,7.190587018360486,1380,"pretty: 20, woman: 15, second: 8, fade: 2, hollywood: 16, blvd: 8, night: 66, twelve: 2, cold: 9, yellow: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pretty Woman.pdf_repetitive_words_full_list.txt,34.69,0.22
